unit_id,gross_area_km2,road_length_km,road_density_km_km2,connector_3arm_candidates,strict_cross_city_accepted,share_motorway,share_trunk,share_primary,share_secondary,share_tertiary,share_residential,share_living_street,share_unclassified,share_unknown
CHI:01,4.758656228015077,61.57888237685675,12.9403931333242,316,False,0.0,0.0,0.0,0.19226325589239404,0.10770610814213126,0.6752594584450873,0.002124312082689848,0.004650230648705374,0.017996634788992136
CHI:02,9.13765814084154,119.53842500856513,13.081954168790578,471,False,0.0,0.0,0.047105121174488715,0.11689063344349192,0.0557396419584271,0.7667010595783769,0.0,0.0012479193189530607,0.012315624526262425
CHI:03,6.043042934366598,64.37433994105942,10.652636534313622,256,False,0.12833127028723235,0.0,0.027964386541973026,0.23222314562364546,0.11132391949069949,0.4723582662637334,0.006244722249660982,0.0001490534409001862,0.021405236102155185
CHI:04,6.6239661035411626,78.33971034039388,11.826707612303991,350,False,0.0,0.0,0.04744913512049494,0.1671926465069633,0.08112696781653518,0.6787133187818071,0.0027735780451012084,0.0,0.02274435372909829
CHI:05,5.296593106232864,73.75783785174,13.925524648088242,319,False,0.0,0.0,0.045276652102084,0.12732420050549,0.07921709757566615,0.7348562912319876,0.0,0.0003316709062753606,0.01299408767849697
CHI:06,8.096437499658217,116.91239906301135,14.439980431880898,463,False,0.05779548691065788,0.0,0.015171654650795065,0.20392921849219922,0.10147858761681323,0.5994754035316608,0.0,0.006108470296915409,0.016041178500958316
CHI:07,8.198678660118645,106.2971558332845,12.965156977105655,410,False,0.05958808269317285,0.0,0.0374651470339724,0.20349936658276446,0.1231545997353547,0.4904413278755312,0.0009467515692242115,0.06675991117587197,0.018144813334108185
CHI:08,7.118003341570558,113.87115904338215,15.997626522363635,520,False,0.05421276644846681,0.030310065668386888,0.009465700973640339,0.31547870141836715,0.2186523384867399,0.26556375655368775,0.011024617070648017,0.08120335168102032,0.014088701699042906
CHI:09,2.9371120050449564,42.48707312569163,14.465595133148934,185,False,0.0,0.0,0.03192089888138319,0.06367871399960959,0.06270680818888354,0.8287127396029227,0.0,0.0,0.012980839327200878
CHI:10,11.322618219300324,168.68168827912615,14.89776348650478,701,False,0.08635652045034237,0.0,0.04171259398159107,0.04587978844727839,0.12986706364534387,0.6882928562744408,0.0,0.0005471107213813731,0.007344066479621991
CHI:11,6.02223797074972,89.12184522723203,14.798791688422282,377,False,0.10082528893479807,0.0,0.0,0.1268316385137145,0.12862693154620272,0.6381181510619205,0.0,0.0,0.005597989943364121
CHI:12,8.274696336238334,103.45008337098372,12.50197942828824,432,False,0.05829100564676267,0.0,0.0873166456352609,0.08546876439734198,0.03814143507424266,0.7277150698578908,0.0,0.00018744670384337315,0.0028796326846577177
CHI:13,6.525331184540938,54.162886793110886,8.3004042647563,192,False,0.04193547668946294,0.0,0.09565744849247124,0.1591098879453341,0.0901843973918691,0.5565865165732942,0.0,0.03684434754582087,0.019681925361747808
CHI:14,4.970648800632659,73.21531595913692,14.729529060636542,298,False,0.02535991047356114,0.0,0.007918010097645716,0.15805368095418856,0.051444944954231665,0.7499467055055237,0.0,0.0,0.007276748014849396
CHI:15,10.230362674821754,145.4955891179715,14.22193853166662,594,False,0.016381110139064067,0.0,0.04466962582129595,0.1013611843385795,0.07300777903319869,0.759787103760684,0.0,0.0,0.004793196907177722
CHI:16,8.319173245334982,133.8917963801366,16.09436327765107,558,False,0.12830000222467636,0.0,0.05293600589827087,0.09902801677893167,0.07000816044481285,0.637330489886263,0.0,6.669237936677674e-06,0.012390655529108782
CHI:17,9.617716436107115,118.4751953116765,12.318432977176727,477,False,0.0,0.0,0.049920783203776985,0.060169747038682955,0.07752760809315112,0.7988272276333229,0.0,0.0,0.01355463403106595
CHI:18,2.5601716730858843,32.99847471514041,12.889164840795985,133,False,0.0,0.0,0.04858866050676523,0.07985095233259903,0.06266248197851215,0.7994135017291096,0.0,0.0,0.009484403453013945
CHI:19,10.128559056784386,137.23941271749771,13.549747002321224,604,False,0.0,0.0,0.02237438194884196,0.10659315112727584,0.06651926794258665,0.7848164214465481,0.0,0.0,0.019696777534747325
CHI:20,3.0266642714658962,40.0113598326153,13.219622741057007,155,False,0.0,0.0,0.0,0.11413822995453099,0.0652701015528678,0.8111674523114605,0.0,0.0016159805444878363,0.007808235636652794
CHI:21,5.132936209682022,81.66020242638724,15.909062394415765,352,False,0.1510448519516646,0.0,0.0,0.18980946786229322,0.06528057370456496,0.5671387348574339,0.0,0.0013928671232014956,0.025333504500841823
CHI:22,9.288854881953833,151.85801533354575,16.348410785119693,678,False,0.08974619600579595,0.0,0.0,0.16648876292825748,0.11066913594836494,0.6137073437148316,0.0,0.004869129166716976,0.014519432236032966
CHI:23,9.328244684562545,117.98196803966553,12.64782089549127,515,False,0.0,0.0,0.04955671809749918,0.12744421183971602,0.1601927336940464,0.6474141328513671,0.0,0.00035816499327207235,0.015034038524099243
CHI:24,11.842194028135978,189.26204890172122,15.982008777431933,884,False,0.09842680378744198,0.0,0.028398061320184468,0.19619699411309147,0.0722992680542222,0.565953107246834,0.0010909013336696794,0.02561297343699337,0.012021890707562839
CHI:25,18.49831992524273,242.14554781649292,13.090137309500316,979,False,0.03741043271566731,0.0,0.05013519027970862,0.09169458962931622,0.1373908748279634,0.6672088016555656,0.0,0.0025722289272626406,0.013587881964516288
CHI:26,3.350730606758987,56.005847682712876,16.71451819186528,236,False,0.08031149768486706,0.0,0.0,0.16531111189604278,0.19148334866902142,0.5455739733571453,0.0,0.0007517527427371889,0.016568315650186318
CHI:27,5.002269903132769,71.62514531319283,14.318528727995304,313,False,0.10342551724003357,0.0,0.0,0.12156956195214301,0.31127213015427124,0.4400001983986143,0.0,0.011428403848988753,0.01230418840594899
CHI:28,14.713428325045447,236.67737517205134,16.085807464000425,1070,False,0.1447463421200523,0.0,0.0,0.28959249501125406,0.16022115085073765,0.316422237557769,0.004279777647070026,0.06232301392971481,0.02241498288340199
CHI:29,8.307642494482472,111.33642606102457,13.401687197657909,516,False,0.0,0.0,0.0,0.18911030998521505,0.16882111310972295,0.6074730515167234,0.0,0.02230500319478414,0.012290522193554603
CHI:30,11.882815954581945,113.82741283151618,9.579161477092894,385,False,0.05665324824761444,0.0,0.0,0.16953955674422908,0.06528625156021317,0.6741147188219716,0.0,0.02049924642760893,0.01390697819836287
CHI:31,7.5706622062242115,92.25999645732959,12.186516046308094,352,False,0.11500663134304945,0.0,0.0,0.2275187398485844,0.14808500204935474,0.47696659025121796,0.0,0.009776063810436698,0.022646972697356764
CHI:32,4.301423448060153,81.14019522779085,18.863568353025855,388,False,0.021150229671008592,0.18567663613581836,0.0,0.5877409927470457,0.10476852456842317,0.06098560113949623,0.0,0.023332190599524433,0.01634582513868347
CHI:33,4.620205212061252,64.79136847236342,14.023482832152707,235,False,0.20104914516360237,0.017394005667803893,0.0,0.25517358466889684,0.13826009417927496,0.18649875297865945,0.006821331534567205,0.18069575861777407,0.01410732718942127
CHI:34,2.5776018418319047,57.91849529749536,22.469915390940525,183,False,0.44398192155118826,0.0,0.0,0.19283550762898327,0.048944002580156014,0.30684586290767457,0.0,0.004721168377029028,0.002671536954968778
CHI:35,4.270688521222364,53.566639683945795,12.54285800000555,203,False,0.09278345574631992,0.0,0.0,0.27221028107652717,0.09500518606889152,0.4868009053234695,0.0,0.03941249439068145,0.013787677394110315
CHI:36,1.5701412414192386,20.38818880950258,12.98493936193527,80,False,0.23303733410817754,0.0,0.0,0.1268690826761922,0.19566511864414837,0.42344642349577677,0.0,0.006253515800276555,0.014728525275428471
CHI:37,1.8489136263734431,40.71543180903916,22.021273048271357,113,False,0.496546139170335,0.0,0.0,0.12216898605746292,0.11872939627384448,0.2555352947116461,0.0,0.0,0.007020183786711609
CHI:38,4.501641174230013,63.22899731320262,14.045765725434054,250,False,0.0,0.0,0.0,0.12322087789400431,0.16522114548416772,0.6936025676034373,0.0,0.0,0.017955409018390767
CHI:39,2.698752519346187,35.355627187957545,13.100729664727824,131,False,0.15546578422983728,0.0,0.0,0.12174339689521954,0.2270719010637774,0.4601772445535746,0.0,0.014000937283592425,0.021540735973998734
CHI:40,3.9336392311044563,35.74591162522609,9.087236913485235,132,False,0.0,0.0,0.0,0.12921684545631779,0.41157242460014526,0.43576040839082175,0.0,0.013649351862744397,0.009800969689970723
CHI:41,4.187160273554516,51.23067291795195,12.23518317211722,197,False,0.057842197933577096,0.03322553095318038,0.0,0.0895828317955302,0.2441608375667497,0.5232560113342493,0.0031124895618536885,0.04285971662777762,0.005960384227082298
CHI:42,5.367025069098742,63.86365937093272,11.899266082924601,249,False,0.0,0.054705622140565624,0.02823423874463601,0.1239845740810939,0.18809414117385673,0.5690513091440084,0.0,0.022521712037447836,0.013408402678391463
CHI:43,7.594657399805894,107.1669219664842,14.110830327806912,454,False,0.008839853827321867,0.04881213013915414,0.027114947381818424,0.12203186242406742,0.09215636752149281,0.685613987472071,0.0,0.0,0.015430851234074155
CHI:44,7.641960258714579,104.03231591219388,13.613302397583093,388,False,0.08067286592108829,0.0,0.0,0.13054398133095735,0.07366951996617592,0.7020927932503589,0.0,0.0032847317542473407,0.009736107777172225
CHI:45,3.2353922239753676,50.65267556711317,15.655806795775625,190,False,0.16325964005637497,0.06948020021062948,0.0,0.07496032940617937,0.05732682914003484,0.6284776529674938,0.0,0.0,0.006495348219287419
CHI:46,8.658353316413738,96.04376219257931,11.092612957998384,380,False,5.244488610495042e-05,0.0,0.07264353724615537,0.14961853241252418,0.11349164991289265,0.6500196563220642,0.0,0.0060498220890550115,0.008124357131203618
CHI:47,1.5777504900127082,14.254957618940175,9.03498855438502,60,False,0.0,0.0,0.06485959248553799,0.03816367841372526,0.09065427082834086,0.76338195678634,0.0,0.0,0.04294050148605585
CHI:48,4.532529506122129,74.49285251977766,16.4351610770894,272,False,0.16817155106973186,0.04460695201718899,0.01786540934348085,0.077135858369463,0.06960517109588314,0.6196740944971026,0.0,0.0,0.002940963607149337
CHI:49,12.468599090501224,175.76520754332248,14.096628359574348,651,False,0.07251746978611086,0.0,0.041416417406777054,0.06310122678515988,0.13636226440897822,0.6811927938952046,0.0,0.0,0.005409827717769275
CHI:50,5.477165108303168,56.235837337299266,10.267325564469097,157,False,0.30824345347427545,0.0,0.011368327501009337,0.06343968633988416,0.1526160537153317,0.4290159477597848,0.0,0.017910468100885146,0.017406063108829622
CHI:51,28.201380171730133,106.26399693891283,3.768042425293599,266,False,0.14712766112674236,0.00203672957557523,0.024524840283681522,0.16469220545909044,0.0972095200003348,0.512241252656122,0.0,0.009203324878067062,0.04296446602038663
CHI:52,7.7271787033924255,77.26304458643715,9.99886861067633,259,False,0.0745613994887756,0.0,0.07115539832851353,0.08130259673303832,0.07225066904900859,0.6475319569217083,0.0,0.03754492177387397,0.015653057705081592
CHI:53,9.22431372146977,118.04768975867265,12.797449579789806,456,False,8.895131730549032e-05,0.0,0.041585803198431186,0.05181329459684789,0.09999108820770415,0.796867243523563,0.0,0.0033480737032058703,0.006305545452942437
CHI:54,9.1336002635281,46.220411640629074,5.060481114461997,123,False,0.15444765076332975,0.0,0.0,0.13186452460186707,0.11293717658653853,0.4946170698174001,0.0,0.0950901675328953,0.011043410697969342
CHI:55,13.549805897309886,54.52571963164601,4.024095994059317,162,False,0.019515502125333276,0.0,0.0,0.243332078621951,0.1262361810833162,0.5606119059239927,0.0026307828415968438,0.03345162017827089,0.014221929225539047
CHI:56,10.944726480271465,132.47860364347918,12.104332061863758,471,False,0.01650705585571817,0.0,0.06911987623443117,0.09787049809495468,0.024002017718256344,0.7763616965496235,0.0,0.010958379491263789,0.005180476055752608
CHI:57,5.191636034741252,49.57608032530297,9.549221092070221,172,False,0.0918117325038231,0.0,0.0,0.1482074277057589,0.01015863118062083,0.728647108625811,0.0,0.00859468675536954,0.012580413228616786
CHI:58,7.045514692655271,83.71602672182266,11.882173322141249,331,False,0.05641814725242571,0.0,0.0,0.17602658557354492,0.049785999714063674,0.7014629938927351,0.0,0.00033805561733120056,0.015968217949899412
CHI:59,3.6606113185833413,51.16417761915585,13.97694897554882,209,False,0.09089582016463632,0.0,0.0,0.2733082702303736,0.08030466119546287,0.5386512001645355,0.0,0.0,0.016840048244991662
CHI:60,5.4113762628897595,78.58829050401131,14.522791742085207,308,False,0.11824161020201143,0.0,0.0,0.14313081653562662,0.0799978953740984,0.6208851214872648,0.0006383689035603093,0.02667322700124758,0.010432960496190807
CHI:61,12.498811102789551,128.87299878414507,10.31082058319791,496,False,0.0,0.0,0.0,0.14256071928673,0.1454801154525591,0.6384958408823637,0.0,0.04229429088935676,0.031169033488990586
CHI:62,3.0367723278312635,41.59026673812659,13.695549829983015,151,False,0.0,0.0,0.0,0.08846323930030878,0.09968901043900637,0.8008601245168776,0.0,0.0,0.010987625743807442
CHI:63,5.689383197588823,70.15717810181359,12.331244998850913,268,False,0.0,0.0,0.0,0.09253553376291077,0.12812608282005325,0.7631309970439607,0.0,0.0015680308711095712,0.014639355501965712
