unit_id,family,feature,value,numerator,denominator,units,period,status,strict_cross_city_accepted
CHI:44,U2,jobs_density_2022_gross_km2,552.2165377328049,4220.016835559055,7.641960258714579,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:45,U3,population_density_2020_gross_km2,2907.6302203336527,9407.324205063285,3.2353922239753676,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:45,U2,jobs_density_2022_gross_km2,886.6566615935807,2868.68206825583,3.2353922239753676,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:46,U3,population_density_2020_gross_km2,3152.959125019401,27299.43409662869,8.658353316413738,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:46,U2,jobs_density_2022_gross_km2,291.75879751649376,2526.150752069818,8.658353316413738,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:47,U3,population_density_2020_gross_km2,1602.0138520112512,2527.5781400178976,1.5777504900127082,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:47,U2,jobs_density_2022_gross_km2,1071.8985600496255,1691.188478362213,1.5777504900127082,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:48,U3,population_density_2020_gross_km2,2887.18756212628,13086.262815046184,4.532529506122129,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:48,U2,jobs_density_2022_gross_km2,553.8926690159973,2510.534865539746,4.532529506122129,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:49,U3,population_density_2020_gross_km2,3113.778945667233,38824.46132996832,12.468599090501224,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:49,U2,jobs_density_2022_gross_km2,154.7769398064142,1929.8516109008185,12.468599090501224,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:50,U3,population_density_2020_gross_km2,1245.3139140239582,6820.789918776474,5.477165108303168,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:50,U2,jobs_density_2022_gross_km2,531.0782614774241,2908.8033235424537,5.477165108303168,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:51,U3,population_density_2020_gross_km2,500.2637248932109,14108.127491839256,28.201380171730133,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:51,U2,jobs_density_2022_gross_km2,334.5346941177246,9434.340089447403,28.201380171730133,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:52,U3,population_density_2020_gross_km2,2810.537126269863,21717.522627206235,7.7271787033924255,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:52,U2,jobs_density_2022_gross_km2,227.0900149152634,1754.7651270062916,7.7271787033924255,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:53,U3,population_density_2020_gross_km2,2828.659882257024,26092.44616527453,9.22431372146977,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:53,U2,jobs_density_2022_gross_km2,121.4807171071416,1120.5762457053936,9.22431372146977,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:54,U3,population_density_2020_gross_km2,785.5741412105177,7175.120183181246,9.1336002635281,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:54,U2,jobs_density_2022_gross_km2,82.87373105242247,756.9355317799628,9.1336002635281,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:55,U3,population_density_2020_gross_km2,739.2975496751255,10017.338298454764,13.549805897309886,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:55,U2,jobs_density_2022_gross_km2,142.983538068019,1937.3991873322761,13.549805897309886,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:56,U3,population_density_2020_gross_km2,3241.2324374088225,35474.40248642316,10.944726480271465,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:56,U2,jobs_density_2022_gross_km2,957.2502959906943,10476.84266277705,10.944726480271465,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:57,U3,population_density_2020_gross_km2,2735.783606530137,14203.192754916241,5.191636034741252,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:57,U2,jobs_density_2022_gross_km2,1880.9315729723612,9765.112133125855,5.191636034741252,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:58,U3,population_density_2020_gross_km2,6395.652690552515,45060.66500040796,7.045514692655271,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:58,U2,jobs_density_2022_gross_km2,949.4438687990099,6689.3207274748875,7.045514692655271,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:59,U3,population_density_2020_gross_km2,4355.913843284494,15945.307517501082,3.6606113185833413,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
CHI:59,U2,jobs_density_2022_gross_km2,1840.3062808039604,6736.6460011709905,3.6606113185833413,jobs/km2,LODES WAC S000 JT00 2022,extended_business_sensitivity_pending,False
CHI:60,U3,population_density_2020_gross_km2,6228.35295598715,33703.96134292813,5.4113762628897595,residents/km2,Census 2020 / TIGER 2022 block geography,constructed_gross_area_allocation,False
