GEOID20,COUNTYFP20,POP20,jobs,wac_row_present,inside_weight,outside_population,outside_jobs
170316810001015,031,11,0.0,False,1.0,0.0,0.0
170316810004018,031,50,0.0,False,1.0000000000000002,-1.1102230246251565e-14,-0.0
170316811005011,031,20,0.0,False,0.9999999999999998,4.440892098500626e-15,0.0
170316809002021,031,24,0.0,False,1.0,0.0,0.0
170316809001011,031,13,0.0,False,0.9999999999999998,2.886579864025407e-15,0.0
170316812003020,031,24,4.0,True,0.9999999999999998,5.329070518200751e-15,8.881784197001252e-16
170316715002007,031,72,0.0,False,0.9999999999999998,1.5987211554602254e-14,0.0
170316706001001,031,35,0.0,False,0.9999999999999998,7.771561172376096e-15,0.0
170316708001014,031,35,0.0,False,1.0000000000000002,-7.771561172376096e-15,-0.0
170316711001014,031,30,0.0,False,1.0000000000000002,-6.661338147750939e-15,-0.0
170316701001017,031,25,0.0,False,1.0,0.0,0.0
170316709001003,031,19,4.0,True,1.000000000000042,-7.973621762857874e-13,-1.6786572132332367e-13
170316806001010,031,33,0.0,False,1.0000000000000004,-1.4654943925052066e-14,-0.0
170316711001018,031,60,0.0,False,1.0,0.0,0.0
170316306001021,031,103,4.0,True,1.0,0.0,0.0
170316305004000,031,38,3.0,True,1.0000000000000002,-8.43769498715119e-15,-6.661338147750939e-16
170316305002010,031,70,0.0,False,1.0,0.0,0.0
170316705001028,031,63,0.0,False,1.0,0.0,0.0
170316712001005,031,33,0.0,False,1.0,0.0,0.0
170316713001009,031,25,0.0,False,1.0,0.0,0.0
170316715001003,031,39,0.0,False,0.9999999999999998,8.659739592076221e-15,0.0
170316714002020,031,23,0.0,False,1.0,0.0,0.0
170316504002005,031,70,0.0,False,1.0,0.0,0.0
170316505002017,031,75,0.0,False,1.0,0.0,0.0
170316505002008,031,48,0.0,False,1.0000000000000002,-1.0658141036401503e-14,-0.0
170316503022036,031,44,0.0,False,1.0,0.0,0.0
170316605003009,031,120,0.0,False,1.0,0.0,0.0
170316608004006,031,85,0.0,False,0.9999999999999999,9.43689570931383e-15,0.0
170316605001013,031,91,0.0,False,1.0,0.0,0.0
170316305003011,031,105,0.0,False,1.0000000000000002,-2.3314683517128287e-14,-0.0
170317115002024,031,64,0.0,False,1.0000000000000002,-1.4210854715202004e-14,-0.0
170317115002003,031,0,0.0,False,1.0,0.0,0.0
170317110002016,031,67,0.0,False,1.0,0.0,0.0
170317005012007,031,276,221.0,True,1.0,0.0,0.0
170317001002007,031,35,0.0,False,1.0,0.0,0.0
170316610003014,031,10,0.0,False,1.0,0.0,0.0
170317501003016,031,14,0.0,False,1.0000000000000002,-3.1086244689504383e-15,-0.0
170313104001006,031,42,1.0,True,0.9999999999999999,4.6629367034256575e-15,1.1102230246251565e-16
170318368001013,031,81,0.0,False,0.9999999999999999,8.992806499463768e-15,0.0
170312801001004,031,0,232.0,True,0.9999999999999999,0.0,2.5757174171303632e-14
170313105001001,031,136,12.0,True,0.9999999999999997,4.529709940470639e-14,3.9968028886505635e-15
170312832001016,031,0,0.0,False,1.0,0.0,0.0
170313106001013,031,124,0.0,False,1.0000000000000002,-2.7533531010703882e-14,-0.0
170313106003014,031,92,0.0,False,1.0,0.0,0.0
170318134001003,031,22,7.0,True,9.081447042847428e-05,21.998002081650572,6.999364298707
170311203005009,031,10,0.0,False,0.9999999999999998,2.220446049250313e-15,0.0
170311902004013,031,0,42.0,True,1.0,0.0,0.0
170318313001004,031,8,578.0,True,0.9999999999999999,8.881784197001252e-16,6.417089082333405e-14
170318421005014,031,12,5.0,True,0.9999999999999998,2.6645352591003757e-15,1.1102230246251565e-15
170311301003013,031,12,0.0,False,1.0,0.0,0.0
170312517001012,031,9,0.0,False,1.0000000000000002,-1.9984014443252818e-15,-0.0
170312209021013,031,156,0.0,False,0.9999999999999998,3.4638958368304884e-14,0.0
170318312001004,031,115,0.0,False,1.0000000000000002,-2.55351295663786e-14,-0.0
170311604003012,031,68,0.0,False,0.9999999999999998,1.509903313490213e-14,0.0
170318311003012,031,119,0.0,False,0.9999999999999998,2.6423307986078726e-14,0.0
170311402003013,031,0,53.0,True,1.0,0.0,0.0
170318426004012,031,49,0.0,False,0.9999999999999998,1.0880185641326534e-14,0.0
170314008001007,031,0,0.0,False,1.000000000000188,-0.0,-0.0
170316909005001,031,113,0.0,False,0.9999999999999998,2.5091040356528538e-14,0.0
170314206002002,031,95,0.0,False,0.9999999999999998,2.1094237467877974e-14,0.0
170318344003011,031,96,0.0,False,0.999999999999409,5.67332847367652e-11,0.0
170312827002008,031,0,0.0,False,1.0000000000004075,-0.0,-0.0
170312832001003,031,0,0.0,False,1.0,0.0,0.0
170314803001005,031,48,0.0,False,0.9999999999999792,9.965361869035405e-13,0.0
170314909011022,031,90,2.0,True,1.0,0.0,0.0
170314913002007,031,14,0.0,False,1.0000000000000002,-3.1086244689504383e-15,-0.0
170315102003000,031,0,0.0,False,1.0,0.0,0.0
170314804001006,031,47,0.0,False,1.0,0.0,0.0
170314503003011,031,71,0.0,False,1.0000000000000002,-1.5765166949677223e-14,-0.0
170318343002004,031,0,0.0,False,1.000000000000001,-0.0,-0.0
170314303002010,031,42,0.0,False,1.0000000000000002,-9.325873406851315e-15,-0.0
170312714001006,031,30,0.0,False,1.0,0.0,0.0
170312518004007,031,75,0.0,False,0.9999999999999999,8.326672684688674e-15,0.0
170318342004007,031,24,0.0,False,1.0,0.0,0.0
170318362001023,031,3,0.0,False,1.0000000000000002,-6.661338147750939e-16,-0.0
170313819001004,031,127,4.0,True,1.0000000000000002,-2.8199664825478976e-14,-8.881784197001252e-16
170314203001001,031,150,1.0,True,1.0000000000000002,-3.3306690738754696e-14,-2.220446049250313e-16
170318400002002,031,36,2.0,True,0.9999999999999998,7.993605777301127e-15,4.440892098500626e-16
170318388002004,031,91,0.0,False,1.0000000000000004,-4.04121180963557e-14,-0.0
170314605007008,031,119,20.0,True,0.9999999999999489,6.077360836798107e-12,1.021405182655144e-12
170318412001001,031,26,3.0,True,1.0000000000000007,-1.7319479184152442e-14,-1.9984014443252818e-15
170313105001013,031,20,204.0,True,0.9999999999999998,4.440892098500626e-15,4.529709940470639e-14
170316009003009,031,80,0.0,False,0.9999999999999998,1.7763568394002505e-14,0.0
170318426002004,031,0,159.0,True,1.0000000000000002,-0.0,-3.530509218307998e-14
170313109001010,031,112,0.0,False,0.9999999999999994,6.217248937900877e-14,0.0
170318411003014,031,95,6.0,True,0.9999999999999998,2.1094237467877974e-14,1.3322676295501878e-15
170318419002058,031,0,0.0,False,1.0000000000001146,-0.0,-0.0
170318426001027,031,110,35.0,True,1.0000000000000004,-4.884981308350689e-14,-1.554312234475219e-14
170317005011027,031,37,1.0,True,1.0000000000000002,-8.215650382226158e-15,-2.220446049250313e-16
170317112001008,031,129,0.0,False,1.0,0.0,0.0
170317202003030,031,78,0.0,False,0.9999999999999998,1.7319479184152442e-14,0.0
