unit_id,bus_service_access_saturday_am_400m,bus_service_access_saturday_am_800m,bus_service_access_sunday_am_400m,bus_service_access_sunday_am_800m,bus_service_access_weekday_am_400m,bus_service_access_weekday_am_800m,jobs_density_2022_gross_km2,population_density_2020_gross_km2
CHI:68,28.657977163936582,59.1202530626414,22.85654013543109,47.86025645989368,38.27423802581617,80.30705354049711,205.1793896432598,3062.6624492457463
CHI:69,40.52609817002963,83.67579259698806,31.387836591181063,64.52843207270881,59.840812859777714,122.44704056164164,322.27576875466707,3429.520270619696
CHI:70,21.933709086321024,45.91602664023503,17.772791786292338,38.5193807260634,23.956074785074726,52.37506127677303,348.1706058578272,3271.864225002364
CHI:71,35.51746306814498,72.06566471067305,30.23963326590933,61.84542950406547,52.474285356358735,109.67635246689217,274.6741172659154,4600.136173252316
CHI:72,10.32596487719048,22.284919175572195,10.123604166246967,21.662640753727118,15.144132198054416,33.95785601968067,576.5123396680826,2415.518000175581
CHI:73,20.58667569408224,44.855029271269665,19.043887011502513,40.753187824250794,33.49020970838637,72.49657978719586,211.66745762267828,3406.4813315365063
CHI:74,11.696992038987467,21.827958204687835,10.087480918273364,18.939092187191477,18.73521207892483,35.50011994547558,495.6676038423779,2654.695578513057
CHI:75,10.131333350295758,22.752681398870195,8.655414288487632,19.43167485522721,15.588350720316532,35.1961489841963,423.72753334993837,2482.7657662429983
CHI:76,9.014118208237553,11.379859475606343,6.593910284976082,8.156969172076602,9.897205104724698,12.176741278588402,1294.5223593609674,388.8971265574475
CHI:77,60.19764620571076,94.17084864204183,51.44050485829534,81.25445621978935,73.49507491432134,119.60286798380797,1672.762898082025,12465.257064011508
