district_id,family,squared_distance_contribution,contribution_fraction
63,M6,0.2751245553145667,0.08535000414064389
64,M6,0.08687714627879731,0.029770315599388777
65,M6,0.45159636240072965,0.09175804028757867
66,M6,0.07842001619833659,0.03252978393678559
67,M6,0.1820006068715033,0.046359344091194375
68,M6,0.16786559339434107,0.06079149846118501
69,M6,0.08435864520783388,0.0927564626784526
70,M6,0.07373232793787204,0.06432179308264689
71,M6,0.07302745382710661,0.05260631328474959
72,M6,0.12604500960064,0.0468619857513995
73,M6,0.12192376299099028,0.05545871989168196
74,M6,0.17410956327429314,0.07281670070786347
75,M6,0.2877842402149965,0.07671909795916554
76,M6,0.19460223527604661,0.05744377131900046
77,M6,0.03711834594547257,0.0274231110934254
78,M6,0.1647053192392687,0.08584359135003562
79,M6,0.11648283492344515,0.040612994522001775
80,M6,0.013592747184927619,0.018966821143969793
81,M6,0.3915121088538811,0.04656064696004772
82,M6,0.1934773237349689,0.07947896583538192
83,M6,0.20279898968591972,0.0742190431604961
84,M6,0.21611064366617797,0.07510731540537234
85,M6,0.10105438388759116,0.05395662871701443
86,M6,0.09262351319186546,0.05407198647268939
87,M6,0.20216692324525645,0.057074202312781944
88,M6,0.06737609502300106,0.03369858846335292
89,M6,0.17619807341365445,0.11422134849343779
90,M6,0.02704540165616794,0.03155343065807558
91,M6,0.06622714706496471,0.03152005657743522
92,M6,0.20810266793356963,0.07022705645151084
93,M6,0.06716920406398766,0.03735665638592701
94,M6,0.170480923312931,0.06142485151616637
95,M6,0.316219185449767,0.08574815100053622
96,M6,0.19509884430647093,0.06398803149524071
01,M7,0.051770188356866566,0.031900564663551075
02,M7,0.104276274739803,0.02845428882352809
03,M7,1.3772690014362161,0.11605877346916131
04,M7,0.06173213235066111,0.02555746882396078
05,M7,0.0016505026255426304,0.000622368854080816
06,M7,0.8990748624134032,0.49929570874494206
07,M7,0.05033153206730873,0.042414351116567606
08,M7,0.006522629216422699,0.022567424751044406
09,M7,0.022784937982312837,0.05779399526087459
10,M7,0.0,
11,M7,0.053931099637256945,0.013725766255420439
12,M7,0.16611481215711515,0.05266142805230976
13,M7,0.06799108375504677,0.020792477417777254
14,M7,0.004425288127787407,0.009520960477952723
15,M7,0.014308712533637915,0.00861768827969562
16,M7,0.06132849218748935,0.02702415651275289
17,M7,6.075410691767193e-05,2.119982403395426e-05
18,M7,0.014776578486278637,0.004963933865313651
19,M7,0.006315347997500071,0.002080200271936809
20,M7,0.014440750375664512,0.009818808051455892
21,M7,0.008826502900814139,0.005356061707898927
22,M7,0.05003494466033691,0.017460147235197752
23,M7,0.1271173805864163,0.03277092752429281
24,M7,0.0054413183463772235,0.002008437448494448
25,M7,0.10412975016306408,0.019007412660361267
26,M7,0.2216801302390398,0.19578943059539983
27,M7,0.010369012371017174,0.0033366772842859153
28,M7,0.00529060972161057,0.0020536547213493325
29,M7,0.01964891208764349,0.007252120568331011
30,M7,1.1598527005439896,0.13654325200121206
31,M7,0.013570588300939667,0.005158158974232499
32,M7,0.16355154741724479,0.1266207734686554
33,M7,0.17103904782529084,0.03315575222044732
34,M7,0.002467134290453103,0.002595676925595482
35,M7,0.027785399646736424,0.021067717336601257
36,M7,0.02324714420347533,0.008182206114435455
37,M7,0.00023771925403584898,0.00011339959693554933
38,M7,0.014490551528961367,0.007122717884922538
39,M7,0.0014776058272136553,0.0004450396530579927
40,M7,0.03852080066770206,0.009736736261638066
41,M7,0.19491143697441504,0.05918912302403678
42,M7,0.3676219652520082,0.07278083308898212
43,M7,0.337133018040261,0.07188001478439159
44,M7,0.00017588161409098942,5.0846407453585e-05
45,M7,0.08414656828052695,0.08223406753685517
46,M7,0.10374129707412832,0.03318840434197485
47,M7,0.4227831190305097,0.10634187901722589
48,M7,0.023345645784880506,0.02934678438653684
49,M7,0.00176133327106615,0.002337635510511417
50,M7,0.008132737305438148,0.0033183858542357517
51,M7,0.05795993088487168,0.015627868224795467
52,M7,12.603660642580117,0.17001674015095974
