district_id,family_id,feature_name,coverage_fraction,coverage_definition,quality_status,n_entities,n_missing
49,M6,street_class_model_share_arterial,0.8600062790355202,eligible source records,assumed_local_residual,800,0
49,M6,street_class_model_share_coletora,0.8600062790355202,eligible source records,assumed_local_residual,800,0
49,M6,street_class_model_share_local,0.8600062790355202,eligible source records,assumed_local_residual,800,0
49,M6,street_class_model_share_rodovia,0.8600062790355202,eligible source records,assumed_local_residual,800,0
49,M6,street_class_model_share_via_de_pedestres,0.8600062790355202,eligible source records,assumed_local_residual,800,0
49,M6,street_class_model_share_vtr,0.8600062790355202,eligible source records,assumed_local_residual,800,0
49,M2,intersection_density_proxy_5m_km2,1.0,eligible source records,approved_proxy,333,0
49,M3,block_log_area_median,1.0,eligible source records,computed,155,0
49,M3,block_log_area_iqr,1.0,eligible source records,computed,155,0
49,M4,block_compactness_median,1.0,eligible source records,computed,155,0
49,M4,block_compactness_iqr,1.0,eligible source records,computed,155,0
49,M4,block_elongation_median,1.0,eligible source records,computed,155,0
49,M4,block_elongation_iqr,1.0,eligible source records,computed,155,0
49,M7,cadastral_parcel_density_km2,1.0,eligible source records,cadastral_proxy,6752,0
49,B2,cadastral_floor_count_median,0.95364336492891,eligible source records,cadastral_proxy,6439,313
49,B2,cadastral_floor_count_p90,0.95364336492891,eligible source records,cadastral_proxy,6439,313
49,B3,cadastral_floor_area_density,,district source completeness unknown; city fiscal mass located 97.3032%,cadastral_proxy,45028,0
49,U1,land_use_entropy_count,0.9902251184834123,eligible source records,cadastral_proxy,6686,66
49,U2,formal_job_density_area_first_km2,0.9055505418680443,citywide allocated fraction; district missing mass unknown,incomplete_geographic_proxy,148,0
49,U3,population_density_km2,0.9994809179733173,citywide source population within district union,area_allocated_proxy,212,0
50,M1,street_density_km_km2,1.0,eligible source records,computed,1792,0
50,M6,street_class_model_share_arterial,0.8165267986907924,eligible source records,assumed_local_residual,1792,0
50,M6,street_class_model_share_coletora,0.8165267986907924,eligible source records,assumed_local_residual,1792,0
50,M6,street_class_model_share_local,0.8165267986907924,eligible source records,assumed_local_residual,1792,0
50,M6,street_class_model_share_rodovia,0.8165267986907924,eligible source records,assumed_local_residual,1792,0
50,M6,street_class_model_share_via_de_pedestres,0.8165267986907924,eligible source records,assumed_local_residual,1792,0
50,M6,street_class_model_share_vtr,0.8165267986907924,eligible source records,assumed_local_residual,1792,0
50,M2,intersection_density_proxy_5m_km2,1.0,eligible source records,approved_proxy,897,0
50,M3,block_log_area_median,1.0,eligible source records,computed,383,0
50,M3,block_log_area_iqr,1.0,eligible source records,computed,383,0
50,M4,block_compactness_median,1.0,eligible source records,computed,383,0
50,M4,block_compactness_iqr,1.0,eligible source records,computed,383,0
50,M4,block_elongation_median,1.0,eligible source records,computed,383,0
50,M4,block_elongation_iqr,1.0,eligible source records,computed,383,0
50,M7,cadastral_parcel_density_km2,1.0,eligible source records,cadastral_proxy,14892,0
50,B2,cadastral_floor_count_median,0.9683722804190169,eligible source records,cadastral_proxy,14421,471
50,B2,cadastral_floor_count_p90,0.9683722804190169,eligible source records,cadastral_proxy,14421,471
50,B3,cadastral_floor_area_density,,district source completeness unknown; city fiscal mass located 97.3032%,cadastral_proxy,27080,0
