district_id,block_compactness_iqr,block_compactness_median,block_elongation_iqr,block_elongation_median,block_log_area_iqr,block_log_area_median,building_coverage_land,bus_service_access_weekday_am_400m,cadastral_floor_area_density,cadastral_floor_count_median,cadastral_floor_count_p90,cadastral_parcel_density_km2,formal_job_density_area_first_km2,intersection_density_proxy_5m_km2,land_use_entropy_count,population_density_km2,street_class_model_share_arterial,street_class_model_share_coletora,street_class_model_share_local,street_class_model_share_rodovia,street_class_model_share_via_de_pedestres,street_class_model_share_vtr,street_density_km_km2,district_name
74,0.18107099306032837,0.6927695827499071,1.0644020751599679,2.057533042274273,0.7354281596738925,8.72155143141506,0.37293974268657637,257.328114341004,0.3884401793546474,1.0,2.0,2147.832535867893,1897.7473022446522,130.7900615665614,0.4098921721028609,9355.342196497908,0.06867968814591195,0.16037932674575198,0.7673533358433705,0.0,0.003587649264965516,0.0,19.10176247636487,SAO MIGUEL
75,0.23225708305401527,0.5970245251509458,1.3566810194253063,2.4087295913138576,0.9100571985045889,8.8980771885365,0.2858122271563675,136.8986065578368,0.26120001259468234,1.0,2.0,1271.4054422707986,699.5079929344116,124.37911371953064,0.3812387206628718,11324.591694864632,0.02226701187583212,0.14810642804615773,0.809715919631377,0.0,0.019910640446633154,0.0,18.65294874318901,SAO RAFAEL
76,0.20669289458163864,0.5906417046596789,1.4509302057818327,2.494437458270328,0.9045956847752326,8.897163968646058,0.4597581823299659,177.78847810419455,0.49435310534213367,2.0,2.0,3068.4552432111905,1844.3380175345262,178.79696405579875,0.3567430536645893,19546.248733445078,0.06464483256022878,0.14831231341373052,0.7781884990948931,0.0,0.008854354931147735,0.0,24.613236790399473,SAPOPEMBA
77,0.24154838789664512,0.7224940060962977,1.0899666550191858,1.602557138582043,0.7490069270442667,9.320172958300011,0.44996736002398685,241.1516585221533,1.2224019949306275,2.0,2.0,2435.4974833192628,6176.746001606525,84.35321087163562,0.40347945430402893,13816.347272301024,0.13417264729520767,0.3320483513212472,0.5158568602358808,0.0,0.001790238678668601,0.01613190246899564,21.06502224146761,SAUDE
78,0.23810279511649113,0.6752307417068479,1.1674353589027797,1.668182895959309,1.1833958235837123,8.945024219957432,0.40973962072155645,642.9406838783989,2.160983266724737,3.0,11.0,1137.8893653361147,120722.35885736396,138.5890893678601,0.6066325492860108,10932.099511127912,0.15368129838559408,0.22357509236284176,0.50907524580766,0.0,0.07087799424881498,0.04279036919508909,29.676075186173385,SE
79,0.18940505630635895,0.6814606746311992,1.2290551055368788,1.9100202649579747,0.901193990180829,9.116794550800888,0.24309135322694908,265.29968323855394,0.3094323982082639,2.0,2.0,897.1218455394958,3573.6133990468625,72.29461490512985,0.49528330896654005,3163.500009412648,0.08237589679750806,0.20421360458176283,0.7112262979581289,0.0,0.0021842006626003985,0.0,12.626560302824466,SOCORRO
80,0.2298888805164394,0.6834569264544008,1.100265057948266,1.9234838347537024,0.9674516296370292,9.218516524406924,0.4360393392008775,382.94263296904916,1.2607002455515481,2.0,2.0,2078.84819974302,12013.876568797768,107.95397499936912,0.5224129930597012,11598.027342070445,0.12950524913612918,0.36761747727251726,0.5025592064337838,0.0,0.00031806715756978166,0.0,19.790557303106763,TATUAPE
81,0.3163827061729376,0.545275645908395,1.3912137953773964,2.243853593563016,1.3376888334747576,8.998858612883478,0.10347101195083531,160.14525276471068,0.08674876398562031,2.0,2.0,474.01287937068133,484.1111574641233,33.48259185248381,0.32440931860951727,3436.6120674122176,0.034553961031382245,0.08367235546519336,0.8362754491197794,0.042091981237378576,0.003406253146266538,0.0,7.006066465750868,TREMEMBE
82,0.2598796496193184,0.6014760631631437,1.1278347484485791,1.9105030356773103,0.9956524916920504,9.191429552589941,0.3906319187714972,285.28034960289114,0.6683022884316085,2.0,2.0,2535.264727590486,2787.305039908102,130.08419694485093,0.3231361440849255,10543.759654334694,0.05361217664619864,0.16384934904465384,0.7815003996921348,0.0,0.0010380746170127193,0.0,19.406842790662473,TUCURUVI
83,0.23954977884999862,0.5608036775957548,1.0386928465206975,2.092630429916044,1.1366686744099574,9.66159109788878,0.20807634542490985,155.73859307691143,1.0531484510934863,2.0,14.0,647.1623556097603,2950.209315131711,78.29985321995152,0.5966255278957651,16383.949605905822,0.0427412832179735,0.18047753308422054,0.7682006448388328,0.0,0.001758443426667481,0.006822095432305804,16.250829598830677,VILA ANDRADE
84,0.2133016281636737,0.641368002086546,1.2367714564169516,2.2327606873597645,0.7006575841824727,8.962475243100393,0.4165655364398981,175.40980137893703,0.40106443361737226,1.0,2.0,2523.443737946998,992.6540192872404,144.76781952183046,0.40458567535452744,14850.952978455061,0.03121922291013785,0.18794718761054977,0.7684614309915271,0.0,0.012372158487785464,0.0,22.514376744490242,VILA CURUCA
85,0.22006199280544236,0.5943647472782231,1.3539654362445468,2.0742304674210605,0.9224558972925045,9.253522466487173,0.4582185219318899,265.4155334691661,0.8707132385153465,2.0,2.0,2628.535889147129,4278.3327459328375,144.27503505603894,0.40344634999612067,12310.001863779515,0.06107325062428997,0.2724108040306816,0.6549604815265458,0.0,0.01155546381848256,0.0,22.11031160963256,VILA FORMOSA
86,0.2559067900827994,0.665758558885366,1.1484844751701517,1.7184916421167877,1.1966235055571062,9.261911577846353,0.41844508478561887,138.86945184123996,0.6496851301034482,2.0,2.0,1755.1018229261065,5281.644220182007,96.81117209397722,0.45983150260051864,7303.887285961486,0.11592607676385208,0.20104050165230514,0.6803213610716661,0.0,0.0008555379218473537,0.001856522590329354,16.90277697336821,VILA GUILHERME
87,0.2225639946454937,0.610556580049685,1.5879704099468295,2.358059110004252,1.0251856778221917,8.841046705879004,0.3975153283270833,141.88943051417868,0.37788730275996585,1.0,2.0,2066.2690152723035,1357.775685751345,164.07398682842873,0.38459121390650947,16309.470672560796,0.09809882562064802,0.11338894190597228,0.7861487904457592,0.0,0.0023634420276203963,0.0,25.277756661774678,VILA JACUI
88,0.22995870384654238,0.6467645340855248,1.363371988764278,2.082687971288711,1.1946576366354513,9.707333446706695,0.351259243459371,133.2387534829754,0.8073508561520925,2.0,2.0,787.3233825886681,9015.304154811962,62.08182195557448,0.5181257357543433,6703.595822111458,0.10839396931733124,0.24697729883846914,0.6446287318441997,0.0,0.0,0.0,15.036785397680935,VILA LEOPOLDINA
89,0.2748479973424071,0.640623344044042,1.2657214053324457,1.91213748387763,0.885015197467693,9.329043793954018,0.4074787468681378,151.38159749789355,0.5352979011773904,2.0,2.0,1664.0713647026357,5186.668629712963,107.50927970292607,0.5567938271589064,9152.733847932881,0.06704316920164813,0.21415758469347337,0.6695358536652685,0.037329736267144066,0.006247569108074236,0.0056860870643918125,20.73851950791249,VILA MARIA
90,0.24553700138038248,0.6805644828141727,1.3019774508119881,1.7968249437470796,0.744665048674424,9.382957258913745,0.4081281261828743,327.25721541824123,1.876072018811188,2.0,4.0,1795.1965500810652,15254.052466236277,118.53206016539917,0.5485790435087755,14859.805332643766,0.11228420560433078,0.3720192854579126,0.5079087881784153,0.0,0.002589382917017054,0.005198337842324237,21.342536041689172,VILA MARIANA
91,0.212586374212535,0.6806360782721789,1.1074237569062388,1.9276187086586252,0.7408370246698119,9.18599857026034,0.43793067648961753,178.87925074790772,0.6164539644339727,2.0,2.0,2571.375995170231,5330.76809269611,123.52733333788856,0.36527890081170467,11702.273042954293,0.07579396088386837,0.3047333532391956,0.6136851831898126,0.0,0.005787502687123358,0.0,22.547662314553772,VILA MATILDE
92,0.22508289998587927,0.6666075866873081,1.307150447398843,2.042212287871573,0.8519638858483329,9.041909795386857,0.5094035269380598,203.06097258228843,0.6237929402233502,2.0,2.0,3365.5030276034313,1868.331121253541,183.32984148851676,0.3496564605995564,14658.472349868853,0.01685607165896609,0.2512924155749641,0.7302824711044109,0.0,0.0015690416616587172,0.0,23.733549622061634,VILA MEDEIROS
93,0.20960141273370225,0.6463061455416975,1.4145665293301912,2.126810887386565,0.7523839761921831,9.2438706302884,0.440617551964653,214.7957425644274,0.7637465614061881,2.0,2.0,2229.6532212450575,3286.14957530361,109.30393234358864,0.39449524999084284,11066.545226980856,0.1013171961460211,0.2506769943869137,0.6459513743549429,0.0,0.0020544351121223837,0.0,19.85565155398819,VILA PRUDENTE
94,0.23533742021724213,0.5698423227750361,1.589181963174513,2.3361363824236756,0.8064538711491203,9.313212406294259,0.2711149573422309,157.9642625325342,0.7134044575093088,2.0,2.0,1760.6596476954571,3331.63110870534,104.59265146050554,0.3779263326882144,12338.749539284618,0.0704753654736145,0.16256489339384803,0.7590906113790185,0.00031283961874151417,0.007556290134777527,0.0,18.825034281562072,VILA SONIA
95,0.2630355788069697,0.578936777236374,1.383597442213447,2.3152502867575957,0.901867207315938,9.20330846209964,0.28493351213898926,74.2639514304703,0.43202116623880277,2.0,2.0,1776.3952879089215,3328.314935563321,96.04646106296568,0.3608758710858557,9097.771804025837,0.06005925723291996,0.08439412251035096,0.8324580468893981,0.014438159127791882,0.005959830431009513,0.0026905838085294963,18.29187722216612,SAO DOMINGOS
96,0.22986232082864105,0.6044738794037248,1.39805390244529,2.3381292816431927,0.9425664443868413,8.889461268593553,0.41861873932020505,174.95747907528,0.3400928183328622,1.0,2.0,2411.43219170914,1033.4920732540097,133.94958364050865,0.3901344094136855,18468.899042722507,0.04144926744491665,0.18335752326464697,0.7693696349036894,0.0,0.0058235743867469944,0.0,21.817949906090607,LAJEADO
