district_id,block_compactness_iqr,block_compactness_median,block_elongation_iqr,block_elongation_median,block_log_area_iqr,block_log_area_median,building_coverage_land,bus_service_access_weekday_am_400m,cadastral_floor_area_density,cadastral_floor_count_median,cadastral_floor_count_p90,cadastral_parcel_density_km2,formal_job_density_area_first_km2,intersection_density_proxy_5m_km2,land_use_entropy_count,population_density_km2,street_class_model_share_arterial,street_class_model_share_coletora,street_class_model_share_local,street_class_model_share_rodovia,street_class_model_share_via_de_pedestres,street_class_model_share_vtr,street_density_km_km2,district_name
55,0.23918957216679487,0.5825602005121487,1.2514969794616335,2.238260419005855,1.4984251807887201,9.243905503665154,0.03836678967314256,69.17595586436228,0.007142983055466251,1.0,2.0,78.94680148882335,68.80696835564949,12.9064051611567,0.48676693210800065,1006.5101965520633,0.01174449118620631,0.048049029712639316,0.9389518073526811,0.0,0.001254671748473265,0.0,4.246274642623996,PARELHEIROS
56,0.1270545578517196,0.739598068978059,0.7996102097025806,1.531200978124461,0.6070711993795008,9.285155402493803,0.4536033746229714,104.6875000628351,1.0113941794411174,2.0,4.0,1812.7226815902784,39126.27652100618,94.51949309828048,0.6930348804649673,6366.991068351182,0.15384501916092358,0.3155411958127359,0.5242856889113848,0.0,0.0,0.006328096114955634,19.60680361869609,PARI
57,0.22401102966299102,0.6302001850417346,1.2239825758713532,2.095071850393505,0.866013225566963,9.22420626096449,0.15468830076430884,168.18614723157975,0.15751618092007258,1.0,2.0,729.6984010298859,2056.130121727643,40.13664367046582,0.41920975472563815,4847.175834360259,0.05660333669774175,0.19509086246180588,0.7321366123021114,0.0,0.016169188538340956,0.0,9.290180249865406,PARQUE DO CARMO
58,0.2926241825982089,0.550339198989083,1.465799395791172,2.2728964052964002,1.1558557375144947,9.215393484656012,0.17584454546811917,160.60466293889644,0.13385883233944354,1.0,2.0,831.7517712592995,788.1931603066372,70.53782567542149,0.43580287650200555,8832.136875585971,0.04905577821258946,0.1209614367339711,0.8168916858146003,0.0,0.013091099238839173,0.0,11.853135283422313,PEDREIRA
59,0.26090308385479766,0.6642707132178303,1.198972255471627,1.87421314119609,1.021350979874768,9.247920326578676,0.44128689836769125,304.5496316213734,0.6651407467932494,2.0,2.0,2561.297194026888,2712.3130082293637,115.34851710952772,0.3814809928630022,11527.75509222105,0.11642441278259394,0.28169002581586133,0.6008032864479599,0.0,0.0010822749535848982,0.0,19.896800791430827,PENHA
60,0.26610753833505163,0.6880398578758647,0.7410894161124468,1.5169381464924245,0.7199796125126188,9.670311708506597,0.44826531771971684,148.93668722454188,1.706752976717193,2.0,3.0,2113.533155588007,6480.277511818039,89.47090482442884,0.4795629680977509,16240.609205890465,0.10624348664360024,0.33119559950084343,0.5489620511765481,0.0,0.013598862679008124,0.0,21.027357814213914,PERDIZES
61,0.2740325022503098,0.5510847876855246,1.7780935719474031,2.371763322577838,1.2144403911726123,8.93160634661756,0.09313329044870931,84.92046816484891,0.09730959371654024,1.0,2.0,422.2628780395331,222.1485984124939,34.554163797906504,0.41808427279137717,3714.4269599932286,0.01649288289178376,0.09671832234257566,0.8616416019841117,0.015487988616540648,0.009659204164988156,0.0,8.085625455240582,PERUS
62,0.19041180631305044,0.7046000818582421,0.9303192012645691,1.893932373904315,1.0127832067780762,9.451576872819626,0.39546299260766077,362.97333660312444,1.4892430951588203,2.0,3.0,1456.7305526595635,23142.605298429473,104.46433819616773,0.5798849772471368,7907.429988633682,0.11411097669107273,0.32769360260835384,0.552024423216487,0.0,0.0049027565010079845,0.0012682409830785805,20.427937893148727,PINHEIROS
63,0.2534875187387113,0.5272338218215196,1.407493403014899,2.2195274343256015,0.9660832732318223,9.184394783227503,0.23672909235731335,197.91545125636563,0.41605241230152257,2.0,2.0,1719.6019757311954,1279.333703661546,99.56079537911326,0.3526320222637927,10430.742895410374,0.055621704339539356,0.10197895439172362,0.8334483233552779,0.0012621224129318312,0.0076888955005272805,0.0,17.54865500938028,PIRITUBA
64,0.17333260727651512,0.6535430734110826,1.2068327278439166,2.1247346824074906,0.598521077921486,8.987209148004172,0.4606958291194504,255.9989984200439,0.5150286891841198,1.0,2.0,2997.789004106834,1743.9069851920585,159.05521548268013,0.3281968141528768,13705.36814584062,0.16243437706961497,0.17679932880804955,0.6604182496739699,0.0,0.00034804444836553816,0.0,24.17712029075817,PONTE RASA
65,0.2791813618034436,0.5519493123560104,1.898010389368873,2.367348750082723,1.0327042697794813,8.969581348430669,0.20460574240156087,75.2864512968952,0.32036654249277824,1.0,2.0,1103.8523369605591,1454.8110561156032,79.20310297070796,0.3826658609234785,9604.197274045588,0.0001033601630704156,0.21103696816047224,0.701218404458199,0.06838837639701724,0.019252890821240914,0.0,13.72098837453684,RAPOSO TAVARES
66,0.17667444910745356,0.775939574200709,0.7514040318271715,1.4258135633961628,0.8148161531335045,9.05854530559429,0.4485197191053664,821.2610121848771,3.1661657250890958,3.0,15.0,1211.6303774416797,55174.899235345576,164.80509610518715,0.6406241534924267,26049.714474237735,0.21507886316649966,0.2803749663406225,0.442298345091786,0.0,0.03248714280733152,0.029760682593760482,32.06462581092041,REPUBLICA
67,0.24731429435723357,0.570550281898395,1.496566681805441,2.332531384462829,1.1032268775565885,9.180273060905062,0.30225484536838565,76.7798342549046,0.5488490908681655,2.0,2.0,1985.8195322022113,1379.6256594211031,142.48775493091946,0.3647643095618051,13510.03721038674,0.06723600731264928,0.15799129671558085,0.7625708572339553,0.0010513746238288504,0.011150464113985618,0.0,22.97835864560313,RIO PEQUENO
68,0.2615925550738386,0.6162687959941924,1.3585926645390836,1.9922915273854862,0.9302262703104134,9.03668128803416,0.3239047743891843,155.36022292732721,0.6531791167258628,2.0,2.0,2025.3359780353,2272.9922245764856,127.17641570040408,0.38561782825908525,17908.682685837983,0.05548946911454699,0.22907629108983096,0.6788061368010608,0.031041189237718845,0.005586913756842337,0.0,20.37034379631743,SACOMA
69,0.12039412479244949,0.7426386878172,0.7540534197154345,1.5149883902343801,0.6322903204176011,9.568293901664683,0.48662151571714507,385.6508786659454,2.1176534859473146,2.0,11.0,1428.7747172387217,17560.10822803357,72.88852588408298,0.749148239858951,21535.655092982837,0.146036174625172,0.468289636552617,0.3435142126222014,0.0,0.0,0.04215997620000956,20.859929745077675,SANTA CECILIA
70,0.2367437965026053,0.6151937045359402,1.210910473620079,1.924147683853228,1.0793509053028316,9.31578314790013,0.3659722434454907,334.03808757663904,0.8679860905652005,2.0,3.0,1673.3846695511095,6378.471317294785,95.872986089324,0.4604001281538879,8827.78700444413,0.1419964488672485,0.20392404740201087,0.6495782049569766,0.0,0.0028692925161714115,0.001632006257592489,16.349955677728808,SANTANA
71,0.21747354708865752,0.6969018730927563,1.0946446217999293,1.6536733242531263,1.0603351309426792,9.194461438544757,0.2786838218529535,428.04806263331864,0.9711130066090798,2.0,2.0,1217.5617222382823,15109.467316769653,95.41433287362076,0.5248419604521777,5352.0002930798555,0.13256492881392404,0.2091909767463942,0.656285890153818,0.0,0.0019582042858638073,0.0,17.607900184960908,SANTO AMARO
72,0.2198776388721,0.6287401150984185,1.5012617337570295,2.25235366423743,0.8289556440219581,8.892407729718455,0.47301732838525734,207.21098660755737,0.6831548982428407,2.0,2.0,2842.4571493358,2314.017320205219,145.3587965361946,0.3443420088773197,14263.56906971228,0.07523834208542696,0.20222870816200172,0.7199188873755872,0.0,0.002614062376984152,0.0,21.117508647483447,SAO LUCAS
73,0.18080967390800162,0.647442672936953,1.086671922425743,2.2095421822221826,0.6246863533533773,9.074545679224345,0.3944394771708985,244.69645898020283,0.4144262056650762,1.0,2.0,2190.791180930294,2059.55436820291,128.77813761496378,0.41044889383181227,12169.978027748311,0.10194625372718998,0.1819220728090571,0.700446210010422,0.0,0.015685463453330925,0.0,21.21323024563036,SAO MATEUS
